name,stand,country,description,sectors
Golden Africa - OliveSpark,"22D-32, Hall 22",Morocco,"Golden Africa Cooperative is a social and solidarity enterprise based in the Souss-Massa region of Morocco, dedicated to sustainable agriculture and rural empowerment. Our flagship initiative, ""OliveS",3D Printing & Printing Services; Energy Tech; AgriTech & FoodTech; Sustainability & Green Climate - Tech; Sustainable Systems - Carbon Storage; Food & Agriculture - Food Agri B2B; Food & Agriculture; ESG Business Services - Advisory; Environmental Solutions - Waste to Energy; Energy Transition - Smart Grid
GoOnline,"23B-63, Hall 23",Morocco,Goonline bridges the gap between vision and digital reality. We deliver scalable tech solutions empowering businesses to thrive in the digital age. As a premier digital and performance marketing agenc,"Gaming; Media, Marketing & Advertising Tech; PropTech; Education Tech; Digital Marketing; Digital Marketing; Marketing / Advertising; Institute Marketing & Branding Services"
GoSwap,"TBC, TBC",Morocco,"GoSwap is a Moroccan electric mobility startup that is advancing urban electric mobility through an automated battery-swapping network.<br />
We sell connected electric scooters paired with a pay-as-y",Future Mobility & Transportation; Mobility As A Service - Maas; Micromobility & E-Mobility; Fleet & Logistics Solutions; Connected Mobility Solutions; Chargers - Battery Swap Technologies
Graviton Solutions,"TBC, TBC",Morocco,"Graviton Solutions is a Morocco-based technology company focused on Tracagri, its flagship IoT and SaaS platform for precision agriculture.<br />
<br />
Tracagri enables agribusinesses to automaticall",Artificial Intelligence; 5G & Telecommunications; Big Data & Analytics; Blockchain; AgriTech & FoodTech; Smart Farming and Connectivity; Saltwater Agriculture; Digital control systems; Equipment for Vertical farming and Rooftop Farming; IoT
Green Laf AI,"20D-120, Hall 20",Morocco,Green Leaf AI is an agritech startup based in Morocco. We develop an AI-powered mobile application that helps farmers detect diseases in date palms at an early stage. Our solution uses image analysis ,Artificial Intelligence; Smart Cities; Energy Tech; AgriTech & FoodTech; Retail Tech; AI & Nutrition; Climate-Smart Agriculture; Digital control systems; Food Losses & Waste; Precision Agriculture
Green Watech,"22D-24, Hall 22",Morocco,"GREEN WATECH is an innovative Moroccan company specialized in sustainable wastewater treatment and reuse through low carbon, decentralized solutions. Its mission is to address critical water and clima",AgriTech & FoodTech; Cloud Services; Sustainability & Green Climate - Tech; ESG Business Services - Reporting Tools; ESG Business Services - Advisory; Environmental Solutions - Water; Energy Transition - Smart Grid; Energy Transition - Energy Production; Decarbonisation Solutions & Technologies; Platform as a Service - PaaS
GreenerTech,"23B-32, Hall 23",Morocco,"GreenerTech is an innovative startup that develops sustainable solutions based on artificial intelligence, robotics, computer vision, and deeptech technologies to address challenges related to real-ti","AgriTech & FoodTech; UAV, Robotics & Drones; Smart Farming and Connectivity; IoT; Insect farming technologies; Food Losses & Waste; Digital control systems; AI & Nutrition"
Groupe Arkeos,"2B-75, Hall 2",Morocco,"Founded in 1950, ARKEOS is a Moroccan group specializing in professional printing, document management, and business technology solutions. The Group supports organizations with integrated offerings co","Cyber security; 5G & Telecommunications; Big Data & Analytics; Cloud Services; Data Centres; Disaster Recovery; Cloud Security; Anti-spam, Anti-Malware & Anti-Virus & Email Security; Print Management; IT Service Management - ITSM"
GROUPE BARID AL-MAGHRIB,"9D-30, Hall 9",Morocco,"Le Groupe Barid Al-Maghrib (Poste Maroc) sâest transformÃ© progressivement en un groupe multi-mÃ©tiers offrant une large gamme de produits et services. FidÃ¨le Ã  ses valeurs fondatrices, le Groupe ",Regulatory Technology; Ecommerce; eLogistics
Groupe BCP,"17C-10, Hall 17",Morocco,"Driven by values of solidarity and innovation, the pan-African BCP Group is one of Moroccoâs leading banking institutions, playing a major role in both savings mobilization and economic financing. T",
Groupe Maroc Telecom,"12B-50, Hall 12",Morocco,"Major player in Africa, and leader in Morocco as well as in several other countries, Maroc Telecom Group actively contributes to the growth of the telecommunications sector across the continent. It se",Cyber security; 5G & Telecommunications; Big Data & Analytics; Cloud Services; Data Centres; Analytics as a service; Video; Satellite & Distribution; PABX Equipment & Services; IP Communications & Applications
HayatID â Morocco's Medical ID,"TBC, TBC",Morocco,"2KS (HayatID) is a Moroccan digital health startup transforming fragmented paper-based medical records into a unified, secure digital identity for every patient.<br />
Our platform allows patients to ","HealthTech; Internet of Things (IOT); Cyber security; Artificial Intelligence; Big Data & Analytics; Sensors, Smart lighting; RFID, Security; Platform Solutions; IoT Solutions; Connectivity Modules, Data Analytics"
HCM Group,"11C-20, Hall 11",Morocco,"HCM Group is an international consulting and systems integration firm specialized in HRIS transformation and SAP HR environments.<br />
<br />
The firm operates across two complementary roles. As an i",
Horion Morocco,"11C-20, Hall 11",Morocco,"SmartLevel is a Moroccan IT distribution and solutions company founded in 2022 and based in Kenitra, it provides a wide range of products including computers, laptops, peripherals, office equipment, I","HealthTech; Internet of Things (IOT); Consumer Tech, Smart Home & Smart Workplace; Education Tech; Collaborative learning and technology; Computer and Mobile Hardware, Storage & Peripherals; Artificial Intelligence; Medical Practice; Medical Education Institute; Laboratory Technology"
Horizon Press,"10E-10, Hall 10",Morocco,,
HouXplore,"23B-60, Hall 23",Morocco,"HouXplore is a Moroccan AI & Tech startup founded in 2024, building intelligent SaaS solutions to solve real business challenges across Africa and the MENA region. Combining cutting-edge AI with deep ",Artificial Intelligence; Software Services; Planning and Optimization; Optical character recognition (OCR); Natural Language Processing (NLP); Natural Language Generation (NLG); Machine Learning; Facial / Iris Recognition; Deep Learning Platforms; Data Extraction
HPS,"17B-40, Hall 17",Morocco,"HPS is a global leader in payment software and solutions for issuers, acquirers, processors, merchants, mobile operators, and national & regional switches. Its comprehensive PowerCARD suite covers the",Artificial Intelligence; Digital Finance; POS Machines & Payment Solutions; Payments / Wallets / Exchange Gateways; Open Banking / API; Loyalty; Islamic Fintech / Shariya Compliant; E-Wallets; E-Payment Solutions; E-Commerce Solutions
Huawei Technologies Morocco,"12B-20 , 12A-6, 11A-08, Hall 12",Morocco,"Founded in 1987, Huawei is a leading global provider of information and communications technology (ICT) infrastructure and smart devices. We have approximately 208,000 employees and we operate in over",
Hyundai Maroc (Global Engines S.A,"15C-10, Hall 15",Morocco,"Hyundai Morocco is a leading automotive company specializing in the import, distribution, and sale of Hyundai vehicles across the country. We offer a wide range of passenger cars, SUVs, and commercial","Media, Marketing & Advertising Tech; Distribution"
I LEARN TUTORS,"20D-85, Hall 20",Morocco,"I Learn Tutors is an inclusive, all-in-one education and support platform providing equal access to learning for all, regardless of background or ability. We offer high-quality tutoring, SEND support,",Coding and Development; Cloud Services; Education Tech; Virtual classroom technology and services; Video for learning; Training centre resources; Game Based Learning Programs & Simulations; Educational Support & Other Service; EdTech & Smart Classroom Solution; Complete School Setup Solution
Ideo Factory,"9A-3, Hall 9",Morocco,"FondÃ©e en 2006 au Maroc, IDEO Factory est un partenaire engagÃ© auprÃ¨s des entreprises et administrations et les accompagne tout au long de leur processus de digitalisation de la formation.<br />
<b",Cyber security; Digital Finance; Education Tech; HealthTech; Regulatory Technology; Medical Education Institute; Virtual classroom technology and services; Video for learning; Translation services; Training materials
Immofind,"22B-59, Hall 22",Morocco,"Immofind is a Morocco-based digital real estate platform designed to simplify property search and transactions through smart matching technology. It connects buyers, renters, investors, and real estat",PropTech; Marketplaces; Listings & Brokerage Tech; Digital Marketing; Data & Analytics; CRM; AI & IoT; 3D/ AR / VR
INBAT,"22D-13, Hall 22",Morocco,"INBAT is a pioneering AgriTech startup digitizing the dairy industry by eliminating outdated, risky paper-based tracking. Currently, reliance on manual notebooks causes critical blind spots, missed br","Internet of Things (IOT); Artificial Intelligence; 3D Printing & Printing Services; AgriTech & FoodTech; Incubator/Accelerator/Investment; Design & Product Development - 3D Data Utilization; Agriculture 4.0 (Crop Production and Livestock); AI-optimized Hardware; Sensors, Smart lighting"
Inboundless,"21B-40, Hall 21",Morocco,"Inboundless is an AI-powered inbound conversion platform designed to turn website visitors into qualified sales conversations and booked meetings.<br />
<br />
Instead of forcing visitors to fill form",Artificial Intelligence; Big Data & Analytics; Coding and Development; Cloud Services; Chatbots / Virtual Assistant; Web Development; Software as a Service - SaaS; Analytics; Data Analytics; Dashboard
INDH,"10B-16, Hall 10",Morocco,https://www.indh.ma/,Big Data & Analytics; Blockchain; AgriTech & FoodTech; Cloud Services; Ecommerce; Data Management; Social Media Data; Gaming; Big Data & Analytics; eCommerce Software
INEOS,"7D-30, Hall 7",Morocco,"INEOS is a technology integrator focused on digital transformation, cybersecurity, and IT infrastructure. The group supports public and private organizations in designing, deploying, and operating hig",5G & Telecommunications; AgriTech & FoodTech; Artificial Intelligence; Big Data & Analytics; Cloud Services; Data as a Service - DAAS; Cybersecurity; Cloud Management Platform; Data Lake; Data Infrastructure
